Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility,fam_income1
2,44,1,0,0,4,0,1,9,2,0,1,5,1,50,2,1,0,1,1,0,6,3,4,3,0,5,8,8,3,5,1,2,1,68775,14919,2,0,1,11
2,56,1,0,0,3,0,1,6,1,0,1,5,1,28,2,0,0,0,0,0,3,3,3,3,0,2,10,10,4,2,1,2,1,68775,14919,2,0,1,11
2,51,1,0,0,2,0,1,0,2,9,1,5,1,84,2,1,0,0,1,120,5,1,3,5,0,5,1,1,5,2,1,3,1,68775,14919,2,0,1,11
2,58,1,0,0,2,0,1,9,2,0,1,4,1,10,2,0,0,0,0,0,5,3,4,5,0,4,10,10,1,5,1,4,1,68775,14919,2,0,1,10
1,60,1,0,0,5,0,1,9,2,0,1,2,1,6,2,0,0,0,0,0,5,1,3,3,0,5,4,3,4,5,0,3,1,68775,14919,2,0,1,11
1,38,1,0,0,5,0,1,9,3,0,1,3,1,50,1,1,0,0,0,20,5,3,3,3,0,2,5,5,3,4,0,3,1,68775,14919,2,0,1,11
1,35,0,0,0,5,0,1,9,3,0,1,5,1,42,1,1,0,0,0,240,4,4,1,3,0,5,10,5,3,4,0,3,1,68775,14919,2,0,1,11
1,49,1,0,0,2,0,1,9,3,0,1,4,1,50,2,0,0,0,0,120,4,4,3,4,0,5,5,5,5,4,1,4,1,68775,14919,2,0,1,11
2,53,1,0,0,2,0,1,6,2,0,1,5,1,10,2,0,0,0,0,20,5,1,5,5,0,5,0,0,5,2,1,4,1,68775,14919,2,0,1,11
2,43,1,0,0,7,0,1,9,0,0,0,5,1,12,2,1,0,0,0,240,7,3,2,5,0,2,10,5,1,4,1,3,1,68775,14919,2,0,1,12
2,43,0,0,0,7,0,1,9,0,0,1,5,1,10,2,0,0,0,0,180,6,3,3,3,0,4,4,5,3,2,1,3,1,68775,14919,2,0,1,12
2,25,1,0,0,3,0,1,12,0,0,1,5,1,56,2,0,0,0,0,120,6,3,1,5,0,5,5,5,5,4,0,2,1,68775,14919,2,0,1,11
2,59,1,0,0,5,0,1,6,1,0,1,5,0,0,2,0,0,0,0,30,4,1,3,3,0,3,10,10,1,4,1,1,1,68775,14919,2,0,1,10
2,35,1,0,0,5,0,1,9,2,0,1,5,1,10,2,1,0,0,1,160,4,3,3,3,0,3,6,5,4,4,1,1,1,68775,14919,2,0,1,10
1,36,1,0,0,5,0,1,9,1,3,1,1,1,84,1,1,1,1,1,240,5,3,5,5,0,3,10,7,3,4,1,2,1,68775,14919,2,0,1,11
1,51,1,0,0,2,0,1,9,3,3,1,5,1,10,2,0,0,0,0,60,4,3,2,3,0,4,10,8,3,4,1,2,1,68775,14919,2,0,1,11
2,56,1,0,0,3,0,0,9,7,0,1,5,2,30,2,0,0,0,0,120,6,3,3,3,0,4,8,3,3,4,0,2,1,68775,14919,2,0,1,11
2,49,0,0,0,3,0,1,9,7,0,1,5,0,0,2,0,0,1,1,30,8,4,2,4,0,4,7,8,3,5,0,2,1,68775,14919,2,0,1,11
2,36,0,1,0,4,0,1,9,1,0,1,5,0,0,2,1,0,1,0,3,4,3,4,4,1,3,8,7,3,4,1,3,1,68775,14919,2,0,1,12
1,49,0,1,0,2,1,0,9,0,0,1,5,1,70,5,0,0,0,0,120,7,2,2,4,0,3,8,8,3,4,1,4,1,68775,14919,2,0,1,12
1,49,1,1,0,2,1,1,9,0,0,1,5,1,70,2,0,0,0,0,120,6,3,3,5,0,5,10,10,4,3,1,4,1,68775,14919,2,0,1,12
1,49,1,1,0,4,1,1,6,4,6,1,5,1,42,1,1,0,0,0,180,6,1,4,1,0,3,7,6,3,5,1,2,1,68775,14919,2,0,1,11
1,45,0,1,0,4,1,1,12,4,6,0,4,2,56,1,0,1,0,0,120,6,1,4,3,0,4,8,5,1,5,1,2,1,68775,14919,2,0,1,11
3,34,0,1,0,5,0,0,15,1,9,1,4,0,0,2,0,1,1,0,60,4,3,4,3,0,3,5,6,3,4,1,2,1,68775,14919,2,0,1,12
3,35,1,1,0,5,0,0,6,1,9,0,4,1,56,1,0,0,1,0,120,3,3,1,4,1,5,5,0,4,4,1,2,1,68775,14919,2,0,1,12
2,51,1,1,0,3,0,1,9,0,0,1,4,1,70,1,0,0,1,0,120,5,2,4,4,0,4,8,8,3,5,1,1,1,68775,14919,2,0,1,10
1,57,1,1,1,2,0,1,9,0,9,0,5,1,84,2,0,0,0,0,0,4,3,4,4,0,3,10,10,4,4,1,2,1,68775,14919,2,0,1,10
1,56,1,1,1,2,0,1,9,0,3,1,5,1,84,2,0,0,0,0,120,5,3,5,5,0,5,5,5,3,4,1,3,1,68775,14919,2,0,1,10
1,51,1,1,0,2,0,0,0,2,9,0,5,1,60,2,0,0,0,0,0,7,2,2,5,1,3,10,5,5,4,1,2,1,68775,14919,2,0,1,10
2,41,1,1,0,5,0,1,9,3,9,1,3,1,28,1,1,1,0,1,9,5,1,3,3,0,5,5,2,4,4,1,2,1,68775,14919,2,0,1,11
2,44,0,1,0,5,0,1,0,3,9,1,5,1,88,3,0,0,0,0,60,8,2,4,3,0,4,9,8,1,5,1,2,1,68775,14919,2,0,1,11
1,49,1,1,0,2,0,1,6,14,3,1,5,1,84,2,0,0,1,0,120,7,2,2,3,0,4,10,5,4,5,1,3,1,68775,14919,2,0,1,11
2,60,1,1,0,3,0,1,9,0,0,1,5,0,0,1,0,0,0,0,30,5,3,4,3,0,3,10,8,4,4,1,2,1,68775,14919,2,0,1,11
2,59,1,1,0,2,0,1,6,0,6,1,5,1,63,2,0,0,1,1,0,7,5,3,3,0,5,0,5,5,5,1,3,1,68775,14919,2,0,1,11
1,33,1,1,0,5,0,1,9,0,0,1,1,1,55,1,1,0,0,0,300,4,3,3,2,0,3,10,6,3,4,1,3,1,68775,14919,2,0,1,12
2,52,1,1,0,3,0,1,9,0,9,1,4,1,63,1,0,0,0,0,120,5,2,3,4,0,4,9,5,3,4,1,3,1,68775,14919,2,0,1,11
2,60,1,1,0,5,0,1,9,1,3,1,5,1,60,2,0,0,0,0,180,5,2,5,3,0,3,5,5,3,3,0,3,1,68775,14919,2,0,1,12
2,46,1,1,0,4,0,1,0,2,9,1,5,1,63,1,0,0,0,0,180,6,3,4,4,0,3,10,10,4,5,0,3,1,68775,14919,2,0,1,11
2,44,0,1,0,4,0,0,9,2,9,1,5,1,63,5,1,1,1,0,120,9,4,4,5,0,4,8,8,5,4,0,3,1,68775,14919,2,0,1,11
2,49,1,1,0,6,0,1,9,1,3,1,5,1,35,2,0,0,0,0,0,6,3,1,5,0,4,10,0,3,4,1,2,1,68775,14919,2,0,1,12
2,50,1,1,1,3,1,1,15,0,1,1,5,2,70,5,0,0,0,0,240,3,3,1,5,0,4,6,7,3,4,1,4,1,68775,14919,2,0,1,12
2,60,1,1,1,3,1,1,15,2,3,0,5,2,40,2,0,0,0,0,120,5,4,1,4,0,3,10,8,4,2,1,4,1,68775,14919,2,0,1,12
3,48,1,1,1,3,1,1,19,0,3,1,5,2,40,5,0,0,0,0,120,3,4,5,5,0,3,10,8,3,4,1,4,1,68775,14919,2,0,1,12
2,41,0,1,0,3,1,1,12,1,3,1,4,1,70,1,0,0,0,0,600,6,2,4,4,0,3,10,6,1,4,1,4,1,68775,14919,2,0,1,12
2,35,1,1,0,4,1,0,15,7,1,0,5,1,50,5,1,0,0,0,720,5,3,1,4,0,4,5,3,3,5,0,3,1,68775,14919,2,0,1,12
1,50,1,1,0,3,1,1,12,1,3,1,5,1,40,5,0,0,0,0,120,7,3,4,5,0,3,8,5,1,4,1,2,1,68775,14919,2,0,1,11
2,49,0,1,0,3,1,0,15,1,3,1,4,1,60,5,0,0,0,0,120,7,3,4,3,0,2,10,10,3,4,1,2,1,68775,14919,2,0,1,11
2,53,1,1,1,4,1,1,15,10,6,0,4,2,40,5,0,0,0,0,240,2,2,1,1,0,2,6,10,3,3,1,4,1,68775,14919,2,0,1,12
1,43,0,1,0,4,1,1,9,10,6,1,5,1,48,5,1,0,1,1,300,8,1,4,4,0,4,9,8,3,4,1,4,1,68775,14919,2,0,1,12
1,46,0,1,0,3,1,1,16,1,4,1,4,2,40,5,0,0,0,1,10,6,3,1,4,0,4,10,5,3,4,1,3,1,68775,14919,2,0,1,11
3,47,1,1,1,3,1,1,12,1,4,1,5,2,40,5,0,0,0,1,120,2,1,1,1,0,3,10,0,1,2,1,3,1,68775,14919,2,0,1,11
1,58,1,1,0,2,1,1,12,5,3,1,5,1,96,2,0,0,0,0,120,3,3,4,2,0,3,10,6,3,2,1,4,1,68775,14919,2,0,1,11
2,54,1,1,0,3,1,1,9,6,3,0,4,1,56,2,0,1,0,0,240,5,1,3,1,0,5,10,8,3,2,1,2,1,68775,14919,2,0,1,11
1,48,0,1,0,3,1,1,12,6,3,1,3,0,0,2,0,1,1,1,120,6,3,3,3,0,3,9,6,1,4,1,2,1,68775,14919,2,0,1,11
1,49,0,0,0,3,0,1,9,1,3,1,3,1,54,2,0,0,0,0,60,6,3,2,3,0,2,10,5,3,4,0,2,1,68775,14919,2,0,1,11
2,50,1,0,0,3,0,1,6,1,3,1,5,1,42,2,0,0,1,1,120,3,2,3,3,0,2,10,5,3,1,0,2,1,68775,14919,2,0,1,11
1,51,1,0,0,3,0,1,9,3,3,1,5,1,84,4,0,0,1,0,480,2,4,4,4,1,1,10,10,1,4,1,2,1,68775,14919,2,0,1,11
1,50,1,0,0,3,0,1,6,3,3,1,5,1,70,2,0,0,1,0,50,2,3,1,5,0,3,10,9,2,2,1,3,1,68775,14919,2,0,1,11
1,47,0,0,0,3,0,1,9,3,3,1,5,1,44,4,0,0,1,0,60,6,5,4,4,0,4,10,10,4,4,1,3,1,68775,14919,2,0,1,11
2,55,1,1,1,4,0,1,9,2,0,1,5,1,56,5,0,0,0,0,120,6,3,2,3,0,4,9,8,4,2,1,2,1,68775,14919,2,0,1,11
2,54,1,1,0,1,0,1,9,1,0,1,3,1,10,2,0,0,0,0,180,5,3,3,4,0,3,10,6,2,2,1,3,1,68775,14919,2,0,1,10
2,57,1,1,0,2,0,1,0,1,0,1,5,0,0,2,0,0,0,0,0,1,5,3,5,0,4,10,7,1,4,0,1,1,68775,14919,2,0,1,9
3,55,1,1,0,8,0,1,6,1,3,1,4,1,50,1,1,0,0,0,120,5,3,1,5,0,3,10,5,4,4,1,2,1,68775,14919,2,0,1,12
2,59,1,1,0,6,0,1,6,0,3,1,5,1,60,2,0,0,1,0,0,8,3,3,5,0,5,5,5,4,5,1,4,1,68775,14919,2,0,1,12
2,58,1,1,0,2,0,1,6,2,6,1,5,1,96,2,0,0,1,1,10,5,2,3,5,0,4,7,5,5,4,1,3,1,68775,14919,2,0,1,11
1,50,1,1,0,2,0,1,6,0,3,1,5,0,0,2,0,0,0,0,0,6,3,3,1,0,4,7,8,1,4,1,2,1,68775,14919,2,0,1,10
2,40,0,1,0,3,0,1,9,3,0,1,5,1,50,2,0,0,0,0,120,5,3,2,2,0,4,5,1,3,4,1,4,1,68775,14919,2,0,1,12
1,43,1,1,0,3,0,0,9,3,0,0,5,1,70,1,0,1,1,0,300,2,3,1,1,0,4,10,8,3,3,1,4,1,68775,14919,2,0,1,12
2,53,1,1,0,2,0,0,6,2,3,1,4,1,56,1,0,0,0,0,0,5,2,4,3,0,2,10,3,2,3,1,3,1,68775,14919,2,0,1,11
2,55,1,1,0,2,0,1,0,3,6,1,5,1,84,2,0,0,0,0,0,5,5,3,5,0,2,0,10,4,4,1,2,1,68775,14919,2,0,1,10
1,53,1,0,0,2,0,1,9,0,9,1,3,1,5,2,0,0,0,0,120,5,1,3,3,0,4,10,5,3,4,1,2,1,68775,14919,2,0,1,10
1,32,0,0,1,4,0,1,12,5,0,1,5,2,42,2,0,1,1,1,120,5,1,2,3,0,3,5,5,4,4,1,2,1,68775,14919,2,0,1,10
1,52,1,0,0,2,0,1,6,1,0,1,4,1,80,1,0,0,0,1,60,3,3,2,4,0,3,10,10,3,2,1,3,1,68775,14919,2,0,1,11
2,44,0,0,0,3,0,1,9,1,0,1,5,1,40,5,0,0,0,0,120,6,4,3,3,0,4,8,6,3,4,1,3,1,68775,14919,2,0,1,11
2,43,1,0,1,3,0,1,9,1,0,1,5,1,70,1,1,1,1,1,120,6,3,2,3,0,3,0,5,3,4,1,3,1,68775,14919,2,0,1,11
2,31,1,1,0,5,0,1,9,1,0,1,4,1,72,2,0,0,0,0,180,5,3,4,5,0,3,10,5,5,3,1,2,1,68775,14919,2,0,1,11
2,55,1,0,0,3,0,1,9,2,0,0,5,1,10,2,0,0,0,0,60,5,5,3,3,1,4,5,5,5,4,1,2,1,68775,14919,2,0,1,11
2,49,0,0,0,3,0,1,9,4,3,1,5,1,14,2,0,0,0,1,80,6,4,3,4,0,4,10,7,1,5,1,3,1,68775,14919,2,0,1,11
2,53,1,0,0,3,0,1,6,4,3,1,5,1,14,2,0,0,1,0,30,5,4,4,5,0,3,9,5,3,3,1,3,1,68775,14919,2,0,1,11
1,47,1,1,0,5,1,1,12,4,3,0,4,1,40,5,1,1,0,1,240,3,3,3,3,0,3,8,7,4,4,1,3,1,68775,14919,2,0,1,12
1,43,0,1,0,5,1,1,15,4,3,0,4,1,48,5,0,0,0,1,180,6,3,2,2,0,3,7,9,3,4,1,3,1,68775,14919,2,0,1,12
2,42,1,1,0,3,1,1,6,2,3,1,5,1,84,2,0,0,1,0,120,7,3,4,3,0,4,10,8,3,4,1,3,1,68775,14919,2,0,1,12
1,40,0,1,0,3,1,1,9,2,3,1,3,1,78,2,0,0,1,0,30,4,2,3,3,0,3,2,2,4,4,1,3,1,68775,14919,2,0,1,12
2,59,1,1,0,2,1,1,9,2,0,1,4,2,56,2,0,0,0,0,60,5,3,2,4,0,3,7,3,4,2,1,4,1,68775,14919,2,0,1,12
1,40,1,1,0,3,1,1,16,1,4,1,4,1,63,2,1,1,1,0,300,6,2,1,4,0,1,8,5,3,4,1,4,1,68775,14919,2,0,1,12
2,39,0,1,0,3,1,1,12,1,4,1,5,1,54,2,0,0,0,0,720,5,3,3,1,0,1,10,5,3,4,1,4,1,68775,14919,2,0,1,12
1,46,0,1,0,2,1,1,15,7,3,1,5,0,0,2,0,1,1,1,300,4,3,3,5,1,4,10,6,1,4,1,3,1,68775,14919,2,0,1,11
1,53,1,1,0,2,1,1,12,7,3,0,3,2,40,5,0,0,0,0,480,3,3,3,3,0,3,5,5,3,4,1,3,1,68775,14919,2,0,1,11
2,44,1,1,1,3,1,1,15,3,6,1,5,2,40,5,0,0,0,0,180,5,3,1,5,0,4,10,1,5,4,1,3,1,68775,14919,2,0,1,11
2,41,0,1,0,3,0,1,9,3,6,0,5,1,84,1,0,0,1,0,240,4,2,1,3,0,3,10,8,2,3,1,3,1,68775,14919,2,0,1,11
2,45,0,1,1,3,1,1,15,0,3,0,3,2,40,5,0,0,1,1,180,6,3,3,4,0,2,10,8,3,2,1,3,1,68775,14919,2,0,1,12
2,45,1,1,0,3,1,1,12,0,3,1,4,2,60,5,1,1,0,0,120,6,3,3,4,0,3,9,1,3,4,1,3,1,68775,14919,2,0,1,12
1,54,1,1,0,4,1,1,12,5,0,1,5,1,70,2,1,1,0,1,60,7,4,1,1,0,4,4,4,4,4,1,4,1,68775,14919,2,0,1,12
1,49,0,1,0,4,1,1,12,5,0,1,5,1,48,5,0,0,0,1,120,6,2,3,3,0,3,6,6,3,2,1,4,1,68775,14919,2,0,1,12
1,44,1,0,0,4,1,1,9,5,0,1,5,1,10,1,1,0,0,1,0,3,3,3,5,0,4,10,10,4,4,1,1,1,68775,14919,2,0,1,10
1,39,0,0,0,4,0,1,9,5,0,1,3,1,84,2,0,0,0,0,120,4,1,1,2,0,3,10,8,3,5,1,1,1,68775,14919,2,0,1,10
2,56,1,0,0,2,1,1,9,2,3,1,4,1,60,5,0,0,0,0,60,6,3,4,3,0,3,8,6,3,4,1,3,1,68775,14919,2,0,1,11
2,56,1,0,0,2,0,1,6,5,0,1,4,1,84,5,0,0,0,0,60,4,4,4,4,0,2,10,8,3,4,1,3,1,68775,14919,2,0,1,11
2,45,1,0,1,4,0,1,15,1,3,1,5,1,28,0,0,0,0,0,60,3,2,5,3,0,4,8,2,5,4,1,3,1,68775,14919,2,0,1,11
2,44,0,0,0,4,0,1,12,1,3,1,5,1,14,1,0,0,0,0,0,6,3,5,1,0,3,7,7,4,5,1,3,1,68775,14919,2,0,1,11
2,39,1,0,0,6,0,1,6,2,3,1,5,1,65,5,1,1,1,0,120,5,5,5,1,0,4,6,6,3,5,1,2,1,68775,14919,2,0,1,12
2,37,0,0,0,6,0,1,9,2,3,1,5,2,60,5,0,1,1,0,240,6,3,4,2,0,4,7,5,4,4,1,2,1,68775,14919,2,0,1,12
1,46,1,0,1,2,0,1,16,2,7,1,5,1,66,5,0,0,0,0,120,7,3,2,3,0,3,7,5,3,4,1,4,1,68775,14919,2,0,1,12
2,44,0,0,0,2,0,1,9,2,7,1,5,1,21,2,0,0,0,0,160,6,4,2,4,0,4,3,3,3,5,1,4,1,68775,14919,2,0,1,12
2,57,1,0,0,3,0,1,9,1,3,1,5,1,56,5,0,0,0,0,180,8,3,2,4,0,4,3,2,4,4,1,2,1,68775,14919,2,0,1,11
2,58,1,0,0,2,0,1,6,2,6,1,5,1,56,1,0,0,0,0,0,5,3,4,3,0,3,10,5,1,4,1,2,1,68775,14919,2,0,1,10
2,55,1,0,0,5,0,1,0,2,6,1,4,1,30,1,0,0,0,0,60,4,4,2,4,0,4,5,5,3,3,1,3,1,68775,14919,2,0,1,12
2,32,1,0,0,5,0,1,12,5,3,1,5,1,63,3,1,0,0,0,120,3,2,2,5,0,4,10,5,3,2,1,3,1,68775,14919,2,0,1,12
1,34,1,0,0,5,0,0,9,2,0,1,5,1,60,3,0,0,0,0,120,5,2,3,4,0,4,10,0,5,4,1,2,1,68775,14919,2,0,1,11
2,58,1,0,0,5,0,0,6,3,0,1,5,1,12,2,0,0,0,0,120,5,4,3,4,0,3,8,5,3,4,1,2,1,68775,14919,2,0,1,11
2,32,0,0,0,5,0,1,9,2,0,1,5,1,48,5,0,0,0,0,180,5,3,4,4,0,3,8,7,3,2,1,2,1,68775,14919,2,0,1,11
2,47,1,0,0,4,0,1,9,4,0,1,5,2,56,5,1,0,1,0,120,3,5,4,5,0,3,10,9,5,4,1,3,1,68775,14919,2,0,1,12
2,38,0,0,0,5,0,1,0,3,6,1,5,1,77,1,0,0,0,0,120,6,5,3,3,0,2,0,5,5,5,0,2,1,68775,14919,2,0,1,11
1,41,1,0,0,5,0,1,6,3,6,1,5,1,63,1,1,0,1,0,120,3,5,2,2,0,2,6,5,4,4,0,2,1,68775,14919,2,0,1,11
1,52,1,0,0,2,0,0,9,0,9,0,5,1,12,1,0,0,0,0,0,5,4,3,3,0,2,6,6,3,4,1,2,1,68775,14919,2,0,1,10
2,53,1,0,0,8,0,1,9,4,3,1,4,1,10,1,1,0,0,1,0,3,5,4,5,0,2,10,5,5,2,1,1,1,68775,14919,2,0,1,10
1,39,1,0,0,5,0,0,9,5,0,1,5,1,8,1,0,0,1,0,30,3,3,4,3,0,2,9,7,5,2,1,1,1,68775,14919,2,0,1,10
2,34,0,0,0,5,0,1,9,5,0,1,5,1,6,1,1,0,0,0,300,4,3,3,4,0,2,3,5,1,2,1,1,1,68775,14919,2,0,1,10
2,60,1,0,0,3,0,1,9,1,3,1,3,1,35,2,0,0,0,0,180,3,2,4,4,0,3,7,8,3,3,1,2,1,68775,14919,2,0,1,11
1,33,1,0,0,5,0,1,6,4,3,1,5,1,70,1,0,0,0,0,60,5,3,1,4,0,3,10,10,1,4,1,2,1,68775,14919,2,0,1,11
2,42,0,0,0,3,0,1,9,0,0,0,5,1,63,2,0,0,1,0,90,5,2,2,3,0,2,8,5,3,4,1,2,1,68775,14919,2,0,1,10
1,42,1,0,0,3,0,1,9,0,0,1,5,1,56,1,0,0,0,0,60,4,3,4,4,0,4,10,10,3,4,1,2,1,68775,14919,2,0,1,10
2,42,0,0,0,3,0,1,9,0,0,1,5,1,56,1,1,0,1,0,60,6,5,2,4,0,3,9,7,5,4,1,4,1,68775,14919,2,0,1,12
2,53,1,1,0,2,1,1,9,0,0,1,4,1,56,5,0,0,0,0,45,5,3,4,4,0,3,5,3,4,3,1,4,1,68775,14919,2,0,1,11
2,51,1,1,0,4,1,1,6,0,3,1,5,1,60,5,0,0,0,1,60,7,3,3,1,0,3,0,0,1,4,1,2,1,68775,14919,2,0,1,11
1,54,1,1,0,2,1,0,6,3,0,1,5,1,56,2,0,0,0,0,0,5,3,3,3,0,2,5,5,3,4,1,2,1,68775,14919,2,0,1,11
1,35,0,1,0,4,1,1,15,0,1,1,3,1,54,0,1,1,1,1,720,5,3,3,4,0,3,9,9,2,4,1,3,1,101905,14643,2,0,1,11
3,58,1,0,0,3,1,1,6,10,0,1,5,1,56,1,0,0,0,0,120,6,5,5,5,0,5,6,8,3,5,0,2,2,92059,14757,2,0,1,11
3,38,1,1,0,5,0,1,9,1,3,1,5,2,30,5,1,0,1,1,180,5,3,3,3,0,4,5,5,4,5,0,2,1,101905,14643,2,0,1,11
2,39,0,1,0,5,0,1,12,1,3,1,5,2,40,5,0,0,1,0,30,6,3,1,3,0,4,5,5,4,4,0,2,1,101905,14643,2,0,1,11
2,34,0,1,0,6,1,1,16,3,1,1,4,1,40,5,0,0,1,0,480,7,2,3,3,0,3,8,7,3,4,0,3,1,101905,14643,2,0,1,12
2,39,1,1,0,3,0,1,12,1,6,1,4,1,40,2,1,1,1,0,0,7,4,2,3,0,4,5,5,3,5,1,2,3,52164,11677,2,0,1,11
1,58,1,0,0,6,0,1,9,1,3,1,5,1,70,2,0,0,0,0,0,2,3,2,3,0,3,6,6,4,4,1,3,1,86003,11934,2,0,1,12
2,36,1,0,0,6,0,1,12,3,0,1,5,1,60,5,1,0,1,1,60,8,4,3,4,0,4,6,8,5,4,1,3,1,86003,11934,2,0,1,12
2,35,0,1,1,7,1,1,16,1,0,1,4,2,40,5,1,1,1,0,120,9,3,3,1,0,4,8,8,4,4,1,4,3,67777,14228,2,0,1,13
1,28,0,0,0,4,0,1,9,0,0,1,4,2,35,1,0,0,1,0,600,3,2,3,4,0,4,5,4,3,5,1,3,3,52164,11677,2,0,1,12
2,30,0,1,0,7,0,0,9,8,0,1,4,1,70,1,0,0,0,0,180,6,1,3,3,0,2,5,8,3,5,1,1,3,52321,15175,3,0,1,11
1,36,0,1,0,5,0,1,15,3,1,1,4,1,40,5,0,0,1,0,60,5,2,1,5,0,3,7,8,5,4,1,4,1,101905,14643,2,0,1,13
2,33,1,1,0,5,0,1,15,2,0,1,5,1,12,5,1,1,0,0,300,5,3,2,5,0,2,10,5,3,4,0,2,3,82864,17090,3,0,1,12
2,39,0,1,0,2,0,1,9,4,3,1,3,1,63,2,0,1,0,0,100,5,2,3,5,0,3,6,8,4,3,1,2,3,52321,15175,3,0,1,10
2,40,0,0,0,4,0,0,6,6,0,1,3,1,50,2,0,0,0,0,120,4,3,2,4,0,3,5,7,2,4,1,1,3,52321,15175,3,0,1,10
2,42,0,1,0,1,0,1,12,7,12,1,3,1,60,2,0,0,0,0,120,5,3,3,2,0,4,8,8,3,4,0,4,1,118496,18272,2,0,1,11
2,38,0,1,1,6,1,1,16,2,0,1,4,2,40,5,0,0,1,1,120,5,3,1,5,0,4,7,3,3,4,1,2,3,44968,17083,3,0,1,12
2,53,1,1,0,3,0,1,9,1,0,1,3,1,96,1,0,0,1,1,180,3,1,3,2,0,2,8,8,3,4,1,4,3,82864,17090,3,0,1,12
2,43,1,0,0,6,0,1,9,2,3,1,4,1,63,3,1,1,1,1,180,6,3,3,4,0,3,6,7,3,4,1,1,3,44968,17083,3,0,1,11
2,41,0,0,0,6,0,1,6,2,3,1,5,1,70,1,0,0,0,0,60,4,5,5,5,0,3,5,5,4,4,1,1,3,44968,17083,3,0,1,11
1,29,1,1,0,2,0,1,16,0,0,1,4,1,45,5,0,0,1,0,180,4,3,1,3,0,2,9,5,3,4,1,4,2,62106,10785,2,0,1,13
2,32,1,0,1,5,0,1,12,6,3,1,5,1,70,2,1,0,0,1,240,5,4,2,3,0,4,0,0,4,4,1,2,3,44968,17083,3,0,1,11
2,33,0,0,0,5,0,1,12,13,3,1,5,1,1,2,1,0,1,1,300,3,1,2,2,0,3,2,10,5,4,1,2,1,126829,13589,2,0,1,12
2,34,0,1,0,4,0,0,15,3,1,1,4,1,40,5,1,1,1,1,150,7,3,3,5,0,3,5,5,3,4,0,3,1,56995,12541,2,0,1,12
1,33,1,1,0,3,0,0,15,0,3,1,5,1,70,2,0,0,0,0,120,6,3,1,3,0,3,7,5,4,4,1,4,1,56995,12541,2,0,1,12
2,29,0,1,0,4,0,1,15,0,3,1,4,1,48,5,1,0,0,0,120,6,3,1,5,0,3,8,5,5,3,0,3,1,56995,12541,2,0,1,12
2,30,0,1,0,2,0,1,15,0,0,1,4,0,0,5,0,0,0,0,120,7,3,3,3,0,4,4,4,4,4,0,3,1,56995,12541,2,0,1,11
2,29,0,1,0,4,1,1,9,2,0,1,5,0,0,0,0,0,1,0,120,7,3,4,4,0,3,10,8,4,2,1,2,1,56995,12541,2,0,1,11
1,36,0,1,1,4,1,1,16,0,0,0,3,2,40,5,0,0,0,0,180,3,1,3,2,0,4,8,5,3,4,1,3,1,56995,12541,2,0,1,12
2,60,1,0,0,5,0,1,9,0,0,1,5,0,0,2,0,0,0,0,0,9,3,1,5,0,4,10,5,1,4,1,2,2,55347,17223,2,0,1,11
1,36,1,0,1,5,0,1,9,8,3,1,5,2,30,2,1,0,1,1,120,4,4,4,4,0,4,10,9,3,4,1,2,2,55347,17223,2,0,1,11
1,54,1,0,0,2,0,1,0,2,6,1,5,1,10,2,0,0,0,0,1,2,3,5,5,0,3,10,10,3,4,1,1,2,55347,17223,2,0,1,10
2,30,0,0,0,8,0,1,12,1,3,1,5,0,0,2,0,0,0,0,120,8,3,3,3,0,4,10,10,5,4,1,1,2,55347,17223,2,0,1,11
1,52,1,0,0,3,0,1,0,0,12,1,5,1,10,1,0,0,1,0,0,8,1,3,4,0,5,5,8,3,5,1,2,2,55347,17223,2,0,1,11
3,60,1,0,0,2,0,1,6,5,6,1,5,1,70,1,0,0,0,0,0,6,2,3,2,0,3,8,5,1,4,1,1,2,55347,17223,2,0,1,10
1,60,1,0,0,4,0,1,0,1,0,0,5,0,0,2,0,0,0,0,0,4,4,4,5,0,1,10,10,1,5,1,1,2,55347,17223,2,0,1,9
2,56,1,0,0,6,0,1,6,4,6,1,5,1,49,2,0,0,0,0,0,7,4,4,5,0,4,5,5,1,4,1,2,2,55347,17223,2,0,1,11
2,32,1,0,0,6,0,1,9,3,0,1,5,1,80,2,1,1,1,0,120,3,3,3,5,0,3,3,5,3,2,1,2,2,55347,17223,2,0,1,11
2,48,0,0,0,2,0,1,6,2,3,1,5,1,45,2,0,0,1,0,120,5,4,4,4,0,4,10,10,3,4,1,1,2,55347,17223,2,0,1,10
1,55,1,0,0,3,0,1,0,3,0,1,5,1,49,2,0,0,0,0,0,4,3,3,3,0,1,10,10,1,2,1,1,2,55347,17223,2,0,1,8
1,50,1,0,0,3,0,1,9,7,3,1,5,1,63,2,1,0,1,1,1,5,3,2,4,0,4,3,3,3,4,1,3,2,55347,17223,2,0,1,11
1,43,0,0,0,3,0,1,6,7,3,1,5,1,8,1,0,0,0,0,60,6,1,5,5,0,1,5,5,5,5,1,3,2,55347,17223,2,0,1,11
